user_id,user,created_at,status_id,favorite_count,retweet_count,text,reply_count,ratio,timestamp_scrape,considered,posted,status_id_post,text_post,timestamp_post
x33537967,amyklobuchar,2018-11-01T16:40:32Z,x1058036076495814656,1088,320,Third Congressional District candidate @DeanBPhillips and I took an amusing break from...well...everything...and drove his government repair truck around Plymouth where I grew up.  Check out Constituents in Trucks Getting Coffee! Go Dean! https://t.co/prpx1rTRAg,72,0.051136364,2018-11-18T16:27:00Z,0,0,"","",
x19750789,AndrewBrandt,2018-11-10T18:55:09Z,x1061331442943307776,18,2,3rd star. #Sixers #TrustTheProcess https://t.co/NO8Mkdbr6m,3,0.15,2018-11-18T15:33:00Z,0,0,"","",
x123276343,BarstoolBigCat,2018-11-17T20:43:19Z,x1063895380776153088,563,73,Dwayne Haskins is so damn good.,30,0.047169811,2018-11-18T15:33:00Z,0,0,"","",
x23513252,beatingthebook,2018-11-13T14:31:18Z,x1062352205552979968,7,1,Beating The Book: Week 11 #NFL #GuessingLines w Vinny Magliulo @VSiNVinny in for Chris Andrews @andrewssports: https://t.co/wX6RbkenBo,2,0.25,2018-11-18T16:27:00Z,0,0,"","",
x214175859,BFawkesESPN,2018-11-09T22:28:35Z,x1061022766684663808,5,1,"""The Bengals are 10-1 ATS with eight outright wins in their past 11 games as a home underdog.""

https://t.co/RgpSUMjbMO",0,0,2018-11-18T16:27:00Z,0,0,"","",
x24828894,BigWos,2018-11-15T21:56:19Z,x1063188973462286336,63,16,Lmao damn https://t.co/NwxUxc5Mub,1,0.012658228,2018-11-18T16:27:00Z,0,0,"","",
x21897334,billbarnwell,2018-11-14T02:39:38Z,x1062535500219801600,75,2,"Just went to dinner and ate a delicious 8 ounce cow patty, what’s this about Florida?",3,0.038961039,2018-11-18T16:27:00Z,0,0,"","",
x55677432,BillCassidy,2018-09-30T13:43:59Z,x1046395234018578432,77,22,https://t.co/2hmFnVlbwZ,77,0.777777778,2018-11-18T16:27:00Z,0,0,"","",
x26103389,BillHaslam,2018-05-05T16:25:35Z,x992802498267230208,59,16,"Thank you to @AftertheBell and @FoxBusiness for welcoming me yesterday to share the Tennessee story of why our state is good for business and how we are attracting high-quality jobs. #TNWillLead
https://t.co/ezJrUU6Euh",6,0.08,2018-11-18T16:27:00Z,0,0,"","",
x23970102,BillOReilly,2018-10-25T00:51:11Z,x1055260447790764033,6215,1414,The leftist media going full throttle blaming President Trump for the bomb business. It’s pretty nasty. I’ve just posted a message about it on https://t.co/rryWmyXe7C. Hope you check it out.,673,0.088216018,2018-11-18T16:27:00Z,0,0,"","",
x32765534,BillSimmons,2018-11-07T16:33:42Z,x1060208683022409728,81,23,"Starting this over again because 2 tweeters had good suggestions: Possible NBA Tankapalooza 2019 slogans for @jalenrose to steal on Countdown!

I still don’t feel like there’s a no-brainer yet along the lines of Shitty for Smitty (1995) or Sorry for Jabari (2014)",140,1.346153846,2018-11-17T11:29:00Z,1,1,"",Congratulations @BillSimmons on your ratio of 1.35! This is the first time I've scored you. Be aware of your ratio with future tweets! https://twitter.com/BillSimmons/status/1060208683022409728,2018-11-17T23:02:32Z
x17078632,BobbyJindal,2017-07-20T00:21:50Z,x887829868238516224,231,52,"Praying for Senator McCain and his family.

https://t.co/f4tcusDWKl",8,0.028268551,2018-11-18T16:27:00Z,0,0,"","",
x14738157,BobMcDonnell,2013-12-16T22:30:44Z,x412711419021242368,4,1,Congratulations to the Notre Dame men's soccer team for winning the NCAA national championship! https://t.co/ZmZO3DWKRu  #NotreDameClassof76,12,2.4,2018-11-18T16:27:00Z,0,0,"","",
x21129105,bomani_jones,2018-11-09T14:59:13Z,x1060909680057335809,77,9,"your words are your own, up until the moment you put em into the world. that's the game, and it will always be the game. https://t.co/BvZHJFU5Pu",1,0.011627907,2018-11-17T11:29:00Z,1,0,"","",2018-11-18T20:37:31Z
x66891808,BrianSandoval,2017-03-01T20:44:19Z,x837040826001707008,12,2,Enjoyed attending the #JointAddress -- here's a picture from last night in case you missed it. https://t.co/TNT41cYDbf,5,0.357142857,2018-11-18T16:27:00Z,0,0,"","",
x47747074,brianschatz,2018-11-10T21:10:40Z,x1061365548154417152,1496,196,More California house seats in the process of flipping FYI.,26,0.01536643,2018-11-18T16:27:00Z,0,0,"","",
x21827185,brianschweitzer,2012-10-24T21:09:03Z,x261212730877435904,1,1,Governor and Steve Bullock listen to students today at MSU-Billings - Go Jackets! http://t.co/h8gcpGau,1,0.5,2018-11-18T16:27:00Z,0,0,"","",
x438550809,Buck,2018-02-17T17:50:04Z,x964919891634528256,79,4,More than you can even comprehend https://t.co/6ifXvvagrv,4,0.048192771,2018-11-18T10:23:00Z,1,0,"","",2018-11-18T20:37:45Z
x36396752,ButchOtter,2018-04-12T17:42:54Z,x984487033467895808,2,0,"April is “Financial Literacy Month,” and today I got the chance to present awards to this year’s winners of the Piggy Bank Beauty Contest.  Thank you to the Idaho Financial Literacy Coalition for helping these kids get a jump start on their financial planning. https://t.co/tCW5L3gNOk",1,0.5,2018-11-18T16:27:00Z,0,0,"","",
x194784415,bykevinclark,2018-11-02T02:13:59Z,x1058180388361666561,109,7,"The title changes hands quickly so it's hard to keep up, but it goes without saying that Gruden is back to being the funniest coach in the league, replacing Gregg Williams. Gruden will increase his lead in 90 minutes when he complains about a lack of pass rushers. Insurmountable.",5,0.043103448,2018-11-18T15:33:00Z,0,0,"","",
x25471833,CariChampion,2018-10-26T03:24:53Z,x1055661515250917376,14,0,Splain Phil’s connection,7,0.5,2018-11-18T16:27:00Z,0,0,"","",
x55424198,chadfordinsider,2017-06-20T20:00:25Z,x877254833186758658,61,18,True. The lack of a workout won't dissuade the Celtics. But the lack of medical info is more problematic for Boston. https://t.co/V9UfS7FnOt,12,0.151898734,2018-11-18T15:33:00Z,0,0,"","",
x46313867,chadmilliman,2009-11-25T04:19:41Z,x6040386745,0,0,@RachReinert Hope you guys make your way back to michigan soon!  had a Chance to meet ya at Coyote Joes!,0,0,2018-11-18T16:27:00Z,0,0,"","",
x33769830,chadmillman,2018-10-27T18:45:21Z,x1056255548050550785,0,0,A breakdown worthy of an excellent cocktail party. https://t.co/B3dMaZduTr,0,0,2018-11-19T17:41:00Z,0,0,"","",
x42040091,Chris_Broussard,2017-08-04T19:23:38Z,x893553029374517248,174,94,Shameful situation https://t.co/SFDDxz6c7D,35,0.130597015,2018-11-18T06:07:00Z,1,0,"","",2018-11-18T20:37:40Z
x57710919,ChrisBHaynes,2018-10-13T17:43:37Z,x1051166582586527744,133,51,"San Antonio will waive point guard Nick Johnson, league sources tell Yahoo Sports.",7,0.038043478,2018-11-18T15:33:00Z,0,0,"","",
x15324851,ChrisCoons,2018-10-11T16:23:50Z,x1050421729905074176,620,265,"When a crisis like the disappearance of Jamal Khashoggi occurs, we need American diplomats in key posts around the world to ensure the United States can respond quickly &amp; effectively. Right now, though, the Trump Admin hasn’t even nominated ambassadors for Turkey or Saudi Arabia.",59,0.066666667,2018-11-18T16:27:00Z,0,0,"","",
x150078976,ChrisMurphyCT,2018-11-05T18:19:07Z,x1059510437421686784,94,20,Stopped by Colony Diner in Wallingford and reminded people to turn out tomorrow for @APMcKeen and Mary Mushinsky. https://t.co/FcRmteqqSQ,12,0.105263158,2018-11-18T16:27:00Z,0,0,"","",
x24742737,ChrisRyan77,2018-10-10T16:07:03Z,x1050055118140268544,35,6,This @alyssabereznak piece is so smart about how the flood of memes before A STAR IS BORN change the way audiences watched A STAR IS BORN in theaters https://t.co/XQ5iZZOpYc,2,0.048780488,2018-11-18T16:27:00Z,0,0,"","",
x18137749,ChrisVanHollen,2018-10-01T19:28:59Z,x1046844442529996800,116,35,"Happy 60th Anniversary @NASA! You’ve been on the frontiers of scientific discovery for decades and have inspired the next generation of explorers and innovators—including 8-year-old science wiz, Romanieo Golphin Jr., and @Astro_Ricky. May the Force always be with you! https://t.co/XS6hCxoOvl",10,0.066225166,2018-11-18T16:27:00Z,0,0,"","",
x43399264,ChrisWesseling,2018-11-16T09:48:28Z,x1063368195958919168,110,4,😂 The GGGGGGGG-Men! https://t.co/nNF0ukPEPy,10,0.087719298,2018-11-18T16:27:00Z,0,0,"","",
x10615232,ChuckGrassley,2018-10-21T20:04:25Z,x1054101116680658945,83,19,Madison &amp; McKenzie are making a UNI student film for ESPN. At Marquette UNI VB https://t.co/SK3Tz0RKAQ,11,0.107843137,2018-11-18T16:27:00Z,0,0,"","",
x101008987,CKlosterman,2018-01-24T21:38:41Z,x956280119265382404,15,1,"@BlindWaveProd Hey, I just saw this. Many podcasts have used those questions, but I feel like this was the best I've ever seen it done (esp. the ""gay conman Jesus"" concept).",0,0,2018-11-18T16:27:00Z,0,0,"","",
x16160352,clairecmc,2018-10-22T22:02:16Z,x1054493165741371393,467,196,Never heard of such a thing in a real investigation. https://t.co/gV38YHRLdY,43,0.064856712,2018-11-18T16:27:00Z,0,0,"","",
x278829038,Coach_Leach,2018-08-19T03:53:07Z,x1031026245956292609,1173,97,"I have admired Mike Price for as early as I can remember in my coaching career. I used to try to get videos of the games that he coached, back when video was really hard to get. I consider Coach Price a mentor. #GoCougs https://t.co/zej5dGD1bO",23,0.018110236,2018-11-18T10:23:00Z,1,0,"","",2018-11-18T20:37:49Z
x15808765,CoryBooker,2018-11-06T15:51:54Z,x1059835777440534528,288,79,"This past week I saw so much excitement in Indiana about @JoeforIndiana—now we need turn that energy into action. Hoosiers, please get out &amp; vote for Joe today &amp; keep this Senate seat blue. https://t.co/JT8m0FH0WY #ElectionDay https://t.co/eU6qBf976E",39,0.10626703,2018-11-18T16:27:00Z,0,0,"","",
x718728986,criscarter80,2018-11-01T01:29:56Z,x1057806915743420417,885,92,Derrick Rose is one of the most improved players NBA this season. Great to see his explosiveness return. 6th man of year candidate.,19,0.019447288,2018-11-18T10:23:00Z,1,0,"","",2018-11-18T20:37:42Z
x236975376,DalrympleforGov,2012-07-27T16:55:09Z,x228896316669956097,0,2,Check out the Forum editorial from yesterday if you haven't read it yet http://t.co/Qv1nBjI9 @inforum,1,0.5,2018-11-18T16:27:00Z,0,0,"","",
x73177902,DanHanzus,2018-11-09T02:28:10Z,x1060720674971410433,108,5,Trying to figure out why these Buck and Aikman Tide ads get me so mad. It feels like a violation of trust or something.,11,0.097345133,2018-11-18T16:27:00Z,0,0,"","",
x732582648149725185,DannyBKelly,2018-11-15T18:57:59Z,x1063144096330469376,18,1,oh come on https://t.co/FFnQfOwTNy,0,0,2018-11-18T15:33:00Z,0,0,"","",
x48049415,DannyLeroux,2018-11-15T01:36:51Z,x1062882085000568832,33,1,"For whatever reason, I am already comfortable with Jimmy Butler in a Sixers uniform.",1,0.029411765,2018-11-18T16:27:00Z,0,0,"","",
x24277551,darrenrovell,2018-11-15T15:57:00Z,x1063098550563860480,304,42,"More on the @theTylerTrent bobblehead that just went on sale, with some of the proceeds going to Trent's charity &amp; The V Foundation https://t.co/hUbx1dfAAI",3,0.00867052,2018-11-18T15:33:00Z,0,0,"","",
x858750770,DarthAmin,2018-11-10T03:09:03Z,x1061093351867535360,13,1,Did @miamiheat forget to update their SE division champions banner? https://t.co/ei5B8qWgT0,4,0.285714286,2018-11-18T16:27:00Z,0,0,"","",
x19396002,DaveEHeineman,2014-11-07T20:45:35Z,x530823399564910592,1,1,Gov. Heineman News: Gov. Heineman Seeks Applicants for Legislative District 15 Seat http://t.co/XffjMML2wq,0,0,2018-11-18T16:27:00Z,0,0,"","",
x62587361,davidaldridgedc,2018-11-04T19:08:52Z,x1059160568832147458,34,14,The conundrum that is Josh Doctson.,1,0.020833333,2018-11-18T10:23:00Z,1,0,"","",2018-11-18T20:37:53Z
x80094297,DeionSanders,2018-11-10T21:11:43Z,x1061365813419167744,2063,473,The @Saints are the best team in the NFC &amp; the @Patriots are the best team in the AFC.  @nflnetwork #GamedayPrime #Truth,140,0.055205047,2018-11-18T15:33:00Z,0,0,"","",
x18805645,djacoby,2018-10-20T01:58:12Z,x1053465376850395137,34,5,LeVert!,4,0.102564103,2018-11-18T16:27:00Z,0,0,"","",
x16175507,dmorey,2018-10-27T04:23:05Z,x1056038551115231232,2030,390,My twitter feed rn https://t.co/aBMpeLgs2k,150,0.061983471,2018-11-18T15:33:00Z,0,0,"","",
x19725981,DragonflyJonez,2018-11-17T01:43:21Z,x1063608499752640513,312,78,I could see Bron bringing Melo in. Just for this season tho. This is the fuck around season. He gon have to get the hell on next season when the Lakers get serious about this shit tho,10,0.025641026,2018-11-18T16:27:00Z,0,0,"","",
x16246688,drewmagary,2018-11-14T19:50:27Z,x1062794910246539268,145,12,Truly I am the REAL Cap'n Crunch. https://t.co/YDPPrONENY,11,0.070063694,2018-11-18T16:27:00Z,0,0,"","",
x14466538,dscc,2018-11-03T19:12:20Z,x1058799051699830785,15,13,"It’s the #LastWeekend before Election Day, and we’re counting on Democrats like you to help reach every last voter to get to the polls and #FlipTheSenate. Sign-up to volunteer here 📝:  https://t.co/qjzQIzZhDx https://t.co/UsxsCU9ZwD",2,0.071428571,2018-11-18T16:27:00Z,0,0,"","",
x613542402,EdwerderRFA,2018-11-17T03:17:03Z,x1063632077290119168,104,24,Great pic https://t.co/MGYsWBbb17,8,0.0625,2018-11-18T15:33:00Z,0,0,"","",
x277124730,EnergyDems,2018-08-24T15:10:06Z,x1033008552749817857,2,2,Our national parks are beacons of our nation’s natural beauty. Celebrate the 102nd birthday of the @NationalParkService at the PARKTRACKS pop-up in Seattle this weekend! For more information &gt;&gt; https://t.co/cTZ7fh926W #FindYourPark https://t.co/3TNE7MhGoe,0,0,2018-11-18T16:27:00Z,0,0,"","",
x82657929,EnergyGOP,2018-09-13T16:49:39Z,x1040281364640223232,0,1,📺Sen. @LisaMurkowski asks witness panel about #LNG import capacity in Europe→ https://t.co/nCgdqMKw2H,0,0,2018-11-18T16:27:00Z,0,0,"","",
x120943272,ErinAndrews,2018-10-15T01:19:49Z,x1051643775427047424,53,3,Uggggh ya..clearly I get it https://t.co/JFfw8Gsvaa,10,0.178571429,2018-11-18T15:33:00Z,0,0,"","",
x78506305,espn_macmahon,2018-11-12T05:48:45Z,x1061858317780303872,123,16,"Every active member of the 30,000-point club has loved playing with Tyson Chandler. https://t.co/Nw74lQ5UTC",1,0.007194245,2018-11-18T16:27:00Z,0,0,"","",
x95251230,ESPNLunardi,2018-08-22T20:54:52Z,x1032370543834492928,13,4,"Might make it harder, or at least different, this year. Personally I've lessened the weight of RPI for the last several seasons. Still the same crap shoot of 10 people looking at similar results and not knowing what they'll truly value. https://t.co/HUaApB6eWR",2,0.117647059,2018-11-18T16:27:00Z,0,0,"","",
x58919137,FieldYates,2018-11-13T16:05:00Z,x1062375787704201216,17,3,"It's a Father-Son pod today. Just @MatthewBerryTMR &amp; I recapping MNF, waiver adds and more. Join us LIVE. https://t.co/iGWVDm5s2w",2,0.1,2018-11-18T15:33:00Z,0,0,"","",
x83888782,FO_ASchatz,2018-11-08T18:28:19Z,x1060599913673867264,14,4,"I appreciate the gesture here from the Panthers, and I'm sure the people of Pittsburgh do too, but this has come up a lot this week... It's generally improper to send flowers to a Jewish funeral. Just something worth knowing. https://t.co/CBx3LJvWvB https://t.co/YpH9fBCu67",5,0.277777778,2018-11-18T15:33:00Z,0,0,"","",
x93129160,getnickwright,2018-11-06T00:12:55Z,x1059599475155656709,21,2,Help my buddy out &amp; add your experience by voting in his poll. https://t.co/uPixpoq5sY,7,0.304347826,2018-11-18T10:23:00Z,1,1,"",Congratulations @getnickwright on your ratio of 0.30! This is the first time I've scored you. Be aware of your ratio with future tweets!  https://twitter.com/getnickwright/status/1059599475155656709,2018-11-18T20:37:43Z
x34930912,GottliebShow,2018-11-12T00:32:38Z,x1061778761228738561,120,8,Doesn’t every Seattle game end like this?,16,0.125,2018-11-18T10:23:00Z,1,0,"","",2018-11-18T20:37:48Z
x57963724,Gov_Martinez,2014-08-01T16:08:31Z,x495239664396419074,7,12,Our tax-free weekend starts today! All families can use this opportunity to get items for the upcoming school year. http://t.co/2Z0zItdW4h,0,0,2018-11-18T16:27:00Z,0,0,"","",
x19291441,GovAbbott,2018-09-25T19:19:17Z,x1044667675220348928,202,76,"Texas women are growing businesses at a faster rate than all employers in the Lone Star State. San Antonio &amp; Austin are tops in the nation for growth in job creation by women business owners, per @americanexpress. #TexasWorks https://t.co/yeZF5n0lZ7",19,0.068345324,2018-11-18T16:27:00Z,0,0,"","",
x40923070,GovBrewer,2018-06-20T20:40:47Z,x1009536562453856256,15,4,At 3 &amp; 5 PM I’ll be on with @MacandGaydos @KTAR923 discussing today’s executive order by @realDonaldTrump to stop separating children and parents who cross the border illegally. Tune in!,8,0.421052632,2018-11-18T16:27:00Z,0,0,"","",
x90484508,GovChristie,2018-02-14T23:17:20Z,x963915089983221762,353,27,Our prayers are with the families of the victims of this horrific school shooting in Florida. Mary Pat and I will keep them and those that were lost and injured in our thoughts tonight and in the days ahead.,91,0.239473684,2018-11-18T16:27:00Z,0,0,"","",
x262425225,GovernorCorbett,2014-10-07T14:09:12Z,x519489622707937281,0,1,RT @JenniferRStorm: Amazing turnout for the rally to support #revictimzation relief amendment to the #CrimeVictimsAct http://t.co/NNiK1j8vI0,0,0,2018-11-18T16:27:00Z,0,0,"","",
x217416964,GovernorDeal,2018-08-09T21:02:35Z,x1027661442613477376,90,26,"Thank you, @POTUS, for hosting today's roundtable on criminal justice reform. Prison commitments in GA are down nearly 20% since 2009, keeping more families together and communities intact. Watch the roundtable here: https://t.co/LATfHGdhGL (1/2)",12,0.103448276,2018-11-18T16:27:00Z,0,0,"","",
x48724141,GovernorMarkell,2017-07-17T22:14:27Z,x887073034271694848,15,1,"Ride was on a nice surface &amp; crosswind wasn't too bad. Passed a sign for Magnolia, MN. At 222, its population is only 3 shy of Magnolia, DE. https://t.co/L4cfVDZfgp",0,0,2018-11-18T16:27:00Z,0,0,"","",
x243271477,GovernorQuinn,2014-10-03T21:40:50Z,x518153728541884416,1,1,"This Latino Heritage Month, we honored one of Naperville’s own, Olgha Sierra Sandman, who organized… http://t.co/Re6mbOLapd",0,0,2018-11-18T16:27:00Z,0,0,"","",
x104198706,GovernorVA,2018-10-18T14:24:31Z,x1052928417694408705,268,47,"Nice catch for the Commonwealth. 

""Virginia just landed a big flying fish for its regional spaceport on the Eastern Shore.""

https://t.co/v4pzAIo7ZC",7,0.022222222,2018-11-18T16:27:00Z,0,0,"","",
x39348261,GovGregoire,2012-03-30T02:39:49Z,x185556909519151105,1,20,Reinstated the film incentive program to attract movie projects to our state. Generates millions and creates jobs! #WALeg,2,0.095238095,2018-11-18T16:27:00Z,0,0,"","",
x60688326,GovHerbert,2018-09-17T16:15:23Z,x1041722292772851713,119,21,Today we celebrate the 231st anniversary of the signing of the Constitution of the United States of America. We honor the men and women who helped create this amazing document. https://t.co/lIbsjvU3ra,5,0.035714286,2018-11-18T16:27:00Z,0,0,"","",
x34308692,GovJayNixon,2017-01-03T19:22:07Z,x816364033376915456,6,5,St. Louis unemployment hits 15-year low | David Nicklaus | https://t.co/o2HNJbM9Bq. Missouri Moving Forward https://t.co/hzxFnAkoJJ,1,0.090909091,2018-11-18T16:27:00Z,0,0,"","",
x89193992,GovJeffColyer,2018-09-16T16:40:28Z,x1041366217645334529,40,2,Had a great time at the @KansasStateFair with friends and family yesterday. We even got to go backstage with the @TheBeachBoys! https://t.co/FWwdTWu2c5,0,0,2018-11-18T16:27:00Z,0,0,"","",
x69427169,GovKitz,2015-01-07T02:26:51Z,x552652553431695360,7,0,Great to be at the @OregonFilm awards. http://t.co/O4IuFHp0V6,1,0.142857143,2018-11-18T16:27:00Z,0,0,"","",
x234141596,GovMalloyOffice,2018-10-10T12:58:00Z,x1050007539792793600,9,13,"To check whether you're registered to vote, click here: https://t.co/l5N8cZs5PG

In #Connecticut, the deadline to register for the upcoming election is October 30.

(You can also register on the same day as the election, however it is strongly encouraged to register in advance) https://t.co/1fWf3KabPa",3,0.136363636,2018-11-18T16:27:00Z,0,0,"","",
x216481299,GovMarkDayton,2018-09-03T16:22:28Z,x1036650645045104643,93,18,"Today, and every day, we thank those who work so hard to build a better Minnesota. Wishing all Minnesotans a safe and happy #LaborDay! https://t.co/uJ0eDUFYEA",1,0.009009009,2018-11-18T16:27:00Z,0,0,"","",
x194233791,GovMaryFallin,2018-08-29T21:22:18Z,x1034914159991967758,7,0,to ensure that the next governor will be someone who will continue to recruit businesses and help expand existing ones; is committed to an educated and skilled workforce; improve our roads and infrastructure; properly fund our public schools and core services ... (2 of 4),4,0.571428571,2018-11-18T16:27:00Z,0,0,"","",
x3141213592,GovMattBevin,2018-10-26T15:28:40Z,x1055843664436621314,21,7,Tune in now for our live roundtable discussion with @IvankaTrump on workforce development opportunities in EKY. #WeAreKY https://t.co/v7bKFfNZcj,0,0,2018-11-18T16:27:00Z,0,0,"","",
x231854033,GovPeterShumlin,2017-10-04T19:15:09Z,x915656556242505731,2,0,Nice to see @MylanNews has to pay up for ripping Americans off. #BigPharma must be held accountable. https://t.co/OmcD55yiEh,1,0.5,2018-11-18T16:27:00Z,0,0,"","",
x39525554,GovRBentley,2017-03-09T15:58:02Z,x839867885673644032,0,0,"WATCH: If we want to truly transform the person, we must first transform the system. Inside an Alabama Prison :https://t.co/wvI5FESaad #APTI https://t.co/fixh88CzwS",3,Inf,2018-11-18T16:27:00Z,0,0,"","",
x253857559,GovRickSnyder,2011-02-18T03:24:25Z,x38438658759589888,8,12,"My budget is exactly what Michigan needs.  Businesses create jobs and deserve big tax breaks, even it means some pain for many Michiganders.",75,3.75,2018-11-18T16:27:00Z,0,0,"","",
x213795411,GovWalker,2018-10-20T15:44:13Z,x1053673250943852546,17,4,Go @BadgerFootball! #OnWisconsin 🏈,3,0.142857143,2018-11-18T16:27:00Z,0,0,"","",
x14845376,GrahamBlog,2015-11-03T22:30:18Z,x661671770840141825,8,5,Will be speaking with @hughhewitt tonight at 6pm about the threat posed by radical Islam.  LISTEN LIVE: https://t.co/vYVNgm5A99,2,0.153846154,2018-11-18T16:27:00Z,0,0,"","",
x24903274,greggrosenthal,2018-11-05T07:59:03Z,x1059354391528919040,46,8,Often imitated. Occasionally duplicated. The Week 9 Recap Pod has all your answers: https://t.co/lnYR0ZhjFi https://t.co/h6svWi6IPY,1,0.018518519,2018-11-18T16:27:00Z,0,0,"","",
x20252855,HaleyBarbour,2013-11-04T23:39:15Z,x397508372397690880,2,2,"I'll be talking with @gretawire tonight at 7pm ET on ""On the Record"" on @FoxNews. Tune in - we're talking about #Obamacare.",3,0.75,2018-11-18T16:27:00Z,0,0,"","",
x39215566,haralabob,2018-10-07T05:32:37Z,x1048808291516604417,170,25,"Wasn't just the guy in the red, Conor gets attacked first by a guy wearing black before the guy in red sucker punched him. 

https://t.co/ZWQMuKbYET",25,0.128205128,2018-11-18T16:27:00Z,0,0,"","",
x355190623,hen_ease,2018-07-27T12:53:54Z,x1022827417273098241,5256,221,Are the AWLs a dynasty?,88,0.01606719,2018-11-18T06:07:00Z,1,0,"","",2018-11-18T20:37:38Z
x370706811,Herring_NBA,2018-11-16T22:32:43Z,x1063560523445403648,10,1,Awesome https://t.co/hKlV0jCEM2,0,0,2018-11-18T16:27:00Z,0,0,"","",
x117839957,hickforco,2017-03-27T19:13:00Z,x846439933669724160,37,3,"Reminiscing this wkend with my old high school catcher John Baird, retiring from Westtown School in West Chester PA https://t.co/Nj210qiwPE",1,0.025,2018-11-18T16:27:00Z,0,0,"","",
x17494046,HowardBeck,2018-11-13T01:52:36Z,x1062161272442159105,2,1,"Also discussed w/@realgranthill33: the age limit, Trae Young, superstar movement and an unfortunate nickname that didn’t stick. 
(Big thanks to @NBAalumni for facilitating.) https://t.co/3lQl61JuL0",0,0,2018-11-18T15:33:00Z,0,0,"","",
x12700662,HPbasketball,2018-11-18T05:03:53Z,x1064021350308696064,238,29,"Luke: I get it’s an East Coast game, but we just can’t give that kind of effort. We have to  bring it every night. Right, LeBron?

LeBron: …

Luke: LeBron?

LeBron: /already in a helicopter on the way to Miami tonight to get in early. /waves from helicopter

“Good game, guys!”",13,0.048689139,2018-11-18T16:27:00Z,0,0,"","",
x329761746,IndianCommittee,2018-03-09T16:07:07Z,x972141743188709377,8,5,"ICYMI: check out the @SenateYouth blog post on #USSYP alum and former @IndianCommittee intern, @JoshuaDillinger, who now teaches high school art on the Navajo Nation. You make the committee proud, Josh! https://t.co/NyniqDQYwe https://t.co/TnMhFg3RFX",1,0.076923077,2018-11-18T16:27:00Z,0,0,"","",
x20546536,InhofePress,2018-02-05T21:20:54Z,x960624298196160514,1,3,"""This is going to save lives; this is going to put us back ahead ... and it's right here in Elgin, Oklahoma.""
Read more from the @LawtonConst here: https://t.co/1ey5mafFzr",0,0,2018-11-18T16:27:00Z,0,0,"","",
x297492186,IzGutierrez,2018-02-01T23:51:31Z,x959212647488081921,8,0,"Wow. This is mind blowing information for me.
You can cheat throwing dice?
And, were my parents possibly cheating? 🤯 https://t.co/zXdGTIG3Iq",1,0.125,2018-11-18T15:33:00Z,0,0,"","",
x23778898,jadande,2018-11-09T21:45:10Z,x1061011843177701382,45,8,Statement from @MedillSchool Interim Dean Charles Whitaker https://t.co/TJqVQqBkA7,1,0.018867925,2018-11-18T15:33:00Z,0,0,"","",
x18915240,JalenRose,2018-09-23T14:32:21Z,x1043870692796760064,222,43,Can you eat more wings than @damienwoody?? @jalenandjacoby https://t.co/ZfpoxTfkfu,23,0.086792453,2018-11-18T15:33:00Z,0,0,"","",
x55307193,JayGlazer,2018-10-23T21:36:45Z,x1054849129019396096,30,0,"Thank you both for the love and support for our crew!! RT @TonyGonzalez88: Where there’s a warrior, there’s a way. Go support our vets at @VetsandPlayers 
https://t.co/UH3w0k6l4S https://t.co/4euiR81R92",2,0.066666667,2018-11-18T15:33:00Z,0,0,"","",
x16056306,JeffFlake,2018-06-17T20:11:20Z,x1008441989241528321,1602,62,First Father’s Day without him. I miss my wonderful dad. https://t.co/PFmY2luFHG,580,0.348557692,2018-11-18T16:27:00Z,0,0,"","",
x35586563,jemelehill,2018-09-21T13:58:49Z,x1043137474065821699,650,271,"This is something:

""Alembik didn't take a call from The Associated Press on Thursday. Instead, Sean Jackson, chairman of the Black Republicans of South Florida, was handling calls for him.
Jackson said Alembik isn't a racist and that he has a ""plethora of black friends."" https://t.co/UXEAtSf5M5",141,0.153094463,2018-11-18T06:07:00Z,1,0,"","",2018-11-18T20:37:36Z
x19418459,JerryBrownGov,2017-07-24T00:51:58Z,x889287002138345472,268,57,Anne and I send our deepest condolences to the Cogdill family. Dave always put CA's interests above party.,52,0.16,2018-11-18T16:27:00Z,0,0,"","",
x18632666,JerryMoran,2018-10-03T18:03:50Z,x1047547790874869760,13,5,"At 2:30 p.m. ET, I’ll be chairing my 4th @SenateCommerce subcommittee hearing on Olympic abuse. Today, we’ll hear from leaders representing a variety of Olympic organizations on reforms they're making to foster a safe environment in their sport and further protect athletes.",14,0.777777778,2018-11-18T16:27:00Z,0,0,"","",
x95749490,JerryRice,2018-09-25T02:24:41Z,x1044412342396571648,314,50,Live each day as if your life had just begun . #goodnight,10,0.027472527,2018-11-18T15:33:00Z,0,0,"","",
x15321506,jeskeets,2018-11-14T21:12:59Z,x1062815681941512205,83,3,"Sick 🎧, @michaelgrange. https://t.co/T9uD8K0Ooe",1,0.011627907,2018-11-18T16:27:00Z,0,0,"","",
x7270292,JimInhofe,2018-07-16T19:40:01Z,x1018943354002923523,21,7,"Great news for Oklahoma farmers who experienced losses due to the 2017 wildfires. The @USDA has assistance available that may help. More information:  
https://t.co/bLhUXDThws",51,1.821428571,2018-11-18T16:27:00Z,0,0,"","",
