user_id,screen_name,created_at,status_id,favorite_count,retweet_count,text,reply_count,ratio,ratio_inv,timestamp_scrape
x21129105,bomani_jones,2018-11-09T03:32:45Z,x1060736927173894144,176,60,"the thing about hitting quarterbacks when they're running in the open field is defenders basically have to assume a slide is coming. otherwise, you're gonna get that penalty. or worse.",24,0.1016949152542373,9.833333333333332,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T21:34:46Z,x1061009226150092805,108,9,"apparently, they called him up from wu-tang triple-a in 2007. my bad. i wasn't checking the transactions column by then. https://t.co/DGtjvE8YoH",11,0.09401709401709402,10.636363636363637,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-10T00:34:41Z,x1061054502676152320,31,1,it's gonna get really real really fast in seamless' mentions.,3,0.09375,10.666666666666666,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T14:02:20Z,x1060895367036878849,43,1,"no, i just spent more time on twitter. now i don't. somehow, in that time, i managed not to become a totally different person. amazing. https://t.co/kjdFmcQnqN",4,0.09090909090909091,11,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-07T21:06:56Z,x1060277446535200768,20,2,not too late! https://t.co/bQO7xSac3W,2,0.09090909090909091,11,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-07T20:45:05Z,x1060271946250752001,8,3,4pm ET @bomani_jones  and @PabloTorre  will be on @HIGHNOONonESPN  #HighNoon #recordseries,1,0.09090909090909091,11,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-08T22:55:51Z,x1060667241061072902,298,43,"that’s how the inventor says it, ya dork. https://t.co/X2tlOv2yKz",29,0.08504398826979472,11.758620689655173,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T23:01:05Z,x1061030948437929985,44,4,"whew, steelers looked goooood. #highnoon https://t.co/ZwHwQBjjaS",4,0.08333333333333333,12,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T14:40:46Z,x1060905039169024000,38,0,🤷🏾‍♂️ https://t.co/SljXc2uQHB,3,0.07894736842105263,12.666666666666668,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-08T18:00:49Z,x1060592993919471616,8,5,"#IYHH @peterjholley's piece on package delivery robots from @innovations: https://t.co/LLd6fzvS1H

- @bomani_jones ""I still feel like I can rob that?"" #TheRightTime https://t.co/EiKzPD3hCy",1,0.07692307692307693,13,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-10T21:26:59Z,x1061369653874827265,676,79,this dude really woke up every day for three years to check if the sixers got jimmy butler just for this. https://t.co/whWafi5nhA,58,0.07682119205298013,13.017241379310345,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T21:47:54Z,x1061012529680474113,27,0,"@bhughesisnext maybe, just maybe, you read that from someone else and not me. you are sure you read it, but it doesn't exist, and you can't dare consider you just got it wrong?",2,0.07407407407407407,13.5,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T14:09:04Z,x1060897059497263104,63,5,"and some of you can't grasp what it is to be facetious. if you wanna bring it to me, that's fine. i just ask you not be stupid. i know you can't control that, but still. it's a fair request. https://t.co/9zknCTfuPz",5,0.07352941176470588,13.6,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T14:03:05Z,x1060895556703318016,65,6,another guy telling me what to say...with an avatar of someone else and a pseudonym on his account. but okay.,5,0.07042253521126761,14.2,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T01:11:50Z,x1060701463155015680,54,4,"i'm sorry, but the technical difficulties have won this evening. we're gonna have to bring #TheEveningJones back next week. damn.",4,0.06896551724137931,14.5,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T22:10:24Z,x1061018192397721600,275,63,"so here's my question...who's to say he wouldn't have suffered such an injury in, yanno, training camp? https://t.co/NkGAgtgow3",23,0.06804733727810651,14.695652173913043,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-07T22:32:06Z,x1060298875926466561,48,12,i wonder if coach cal wants to ask coach k “HOW DOES IT FEEL TO BE ME?” #highnoon https://t.co/25H0le5jaF,4,0.06666666666666667,15,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-08T23:53:37Z,x1060681780531990528,471,58,"how old are you, 15? https://t.co/FJogs48ddU",33,0.062381852551984876,16.03030303030303,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-08T23:38:59Z,x1060678096754499584,45,5,okay dorks. you got it. https://t.co/pMxDPv5jfE,3,0.06,16.666666666666668,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-10T21:56:57Z,x1061377194503614465,97,5,"yeah, cuz the circumstances of today are totally the same as 2015. but if you need it that bad...
.
.
.
.
then you’re a dork. https://t.co/fnAW0gbZ9k",6,0.058823529411764705,17,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T21:39:29Z,x1061010413406613504,17,0,"@bhughesisnext yet you can't find it. maybe, just maybe, you made a mistake. in fact, i know you did cuz i know i didn't say what you say you remember. it's okay to just say you're wrong. try it.",1,0.058823529411764705,17,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T21:36:39Z,x1061009698038706176,28,6,the wheels came off this one fast. https://t.co/mkv5Qs3hFd,2,0.058823529411764705,17,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T12:56:52Z,x1060878889210314752,506,124,wonder what that’s all about. https://t.co/gjjyC6lZW4,31,0.049206349206349205,20.322580645161292,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T13:36:00Z,x1060888738639872000,104,18,the dude's been there for five weeks. https://t.co/4iyWSR5nIA,6,0.04918032786885246,20.333333333333332,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T13:37:12Z,x1060889040843612160,93,9,"because i can't just say things all willy nilly, champ. maybe you can. i can't. https://t.co/jKmpmpbPkI",5,0.049019607843137254,20.4,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-07T22:01:01Z,x1060291053755002880,145,44,"on a somewhat similar note as #whitedonte, meet mac mcclung. #highnoon https://t.co/imhW7Xdq3V",9,0.047619047619047616,21,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T14:46:03Z,x1060906367136026624,117,14,"1. on hq? or on twitter? 

2. been had the bag, buddy.

3. as i've said for months, tweeting about things of consequence has become counterproductive and isn't worth my time.

it's okay to pay attention, guys. https://t.co/Sz7OjqMjss",6,0.04580152671755725,21.833333333333332,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T23:30:03Z,x1061038235785281536,133,20,watch pablo try to name the members of the wu-tang clan. i may have been hard on him. #highnoon https://t.co/MQR1pOxxw0,7,0.0457516339869281,21.857142857142858,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-10T21:57:50Z,x1061377416654917632,310,44,you’re dressed like a loser https://t.co/U3S4ta5c3A,16,0.04519774011299435,22.125,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T14:04:02Z,x1060895792972611587,131,6,admit your name. https://t.co/ELC5tLI7Ap,6,0.043795620437956206,22.833333333333332,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T21:25:54Z,x1061006992758718464,23,0,"@bhughesisnext you can't find it because...it didn't happen. sorry champ, you just got it wrong.",1,0.043478260869565216,23,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T13:57:58Z,x1060894268666068992,65,4,"yeah, one day, i'll get #onhere and stand behind a principle or something. one day. https://t.co/xAEDyvqJY7",3,0.043478260869565216,23,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-07T23:04:45Z,x1060307094795153408,20,4,so do we know if dez is still good? #highnoon https://t.co/Ha8BmWpPmd,1,0.041666666666666664,24,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-07T20:57:55Z,x1060275173994233857,661,141,"high noon has been on the air for a mere five months, and we already have enough material for a montage on how much i hate that snake stringer bell. https://t.co/5r3gmEMIYq",32,0.0399002493765586,25.0625,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-07T21:36:50Z,x1060284968881082373,144,8,"nope, i have no idea what acting is, you dork. https://t.co/e2SErmuGSY",6,0.039473684210526314,25.333333333333336,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T22:33:52Z,x1061024099475095553,41,13,i think the bills would beat bama. here's why i don't think they'd cover. #highnoon https://t.co/23wo9OqyVQ,2,0.037037037037037035,27,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T13:54:59Z,x1060893518695198720,76,6,"oh yeah, i'll do that. it's easier to say whatever reckless thing when your account is followed by 422 people and you don't even use your real name. yeah, you don't have too much to lose saying whatever you want here. https://t.co/xkoig2MGF3",3,0.036585365853658534,27.333333333333336,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-08T16:00:27Z,x1060562704769912833,20,9,"Professor @bruce_y_lee's piece on if cellphones are causing cancer: https://t.co/pAARkj8kU7

-@bomani_jones ""he said don't panic then gave me 8 reasons to panic"" #TheRightTime https://t.co/EiKzPD3hCy",1,0.034482758620689655,29,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T22:14:05Z,x1061019117543661568,88,9,that people get hurt while playing football. https://t.co/5NukfBlYvu,3,0.030927835051546393,32.33333333333333,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T03:34:24Z,x1060737343450243072,128,34,ding ding ding https://t.co/cTgw44LK3o,5,0.030864197530864196,32.4,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T22:01:06Z,x1061015852982636544,100,31,"john wall has had enough, man. he also sneaks in a falcons diss. #highnoon https://t.co/AFkhFGKjDD",4,0.030534351145038167,32.75,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T02:12:27Z,x1060716719952613377,152,57,pep played for bill guthridge and carl torbush and he's still dropping in coverage and breaking up passes.,6,0.028708133971291867,34.833333333333336,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T21:30:26Z,x1061008135211704322,606,188,because there is no better or realer quote in the nfl than marcus peters #highnoon https://t.co/6OS5pCjjHf,21,0.02644836272040302,37.80952380952381,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T14:44:01Z,x1060905856202665985,169,31,"you mean like, yanno, every black or brown person in america? https://t.co/x4SLB6T7Sr",5,0.025,40,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-08T21:05:03Z,x1060639357416235009,514,137,"hey, that’s not the south https://t.co/L1ax7b4QGx",16,0.02457757296466974,40.6875,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T13:51:23Z,x1060892609416232962,114,10,"""you know nothing about my personal challenges,"" says the man -- whose name i don't know -- telling me what challenges i do and do no have.

you guys can be so hilarious in your self-righteousness. https://t.co/ccdjCjvE4F",3,0.024193548387096774,41.333333333333336,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-08T22:58:58Z,x1060668025278554115,80,3,"wow, it’s almost like in line with the point i was making. wow. https://t.co/fuyzQDMS5q",2,0.024096385542168676,41.5,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T13:47:51Z,x1060891722316681216,214,35,people who don't even use their real names on their twitter account love to tell you how you can say whatever you want. that's kinda cute.,5,0.020080321285140562,49.8,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T13:46:34Z,x1060891400043220994,136,23,#nothingtolose twitter always got all the heart. https://t.co/TUITjzhQGj,3,0.018867924528301886,53,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T02:21:38Z,x1060719029839642624,866,197,let's not forget pep was filling the lanes in 1999 at around that size. i'd rather take a charge from a honda civic. https://t.co/WWwytV9dWU,19,0.017873941674506115,55.94736842105263,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T01:22:10Z,x1060704065770938368,2301,693,"peters has zero code switch in him. his wedding vows will have a ""you feel me?"" thrown in. https://t.co/IiBzioiODt",47,0.01569806279225117,63.702127659574465,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-07T21:46:55Z,x1060287507852681216,462,36,you just might not be that smart https://t.co/bEmpxkw2Lj,6,0.012048192771084338,83,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T14:59:13Z,x1060909680057335809,76,9,"your words are your own, up until the moment you put em into the world. that's the game, and it will always be the game. https://t.co/BvZHJFU5Pu",1,0.011764705882352941,85,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T01:37:20Z,x1060707881530597376,1326,311,"before i forget...

what infuriates me about calling a guy in a shirt advocating lynching ""controversial"" is that's the word used for just about any black person who tries to discuss racism in public. that's deemed the as a noose t-shirt.

that's how deep cowardice runs.",19,0.011606597434331093,86.15789473684211,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-08T23:52:36Z,x1060681523337326593,10165,3120,ppl use “controversial” in such a cowardly fashion. https://t.co/OhK2svsIur,135,0.010161836657884832,98.4074074074074,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-07T21:30:28Z,x1060283365516034048,263,62,i can’t just let y’all go all savage on #whitedonte #highnoon https://t.co/LjxeKpjQRs,3,0.009230769230769232,108.33333333333333,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T13:02:57Z,x1060880423855775744,16127,6877,getting hard to cut the nfl the benefit of the doubt on this. real hard. https://t.co/fnmS6BDl97,192,0.008346374543557642,119.8125,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T22:15:52Z,x1061019568561364993,670,163,"interesting seeing all the people who are mad at eric reid now who hadn't even noticed him for two seasons prior. don't tell on yourselves, guys.

or do. it's whatever.",6,0.007202881152460984,138.83333333333334,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-11T17:17:58Z,x1061669374644404232,0,7,"Enjoying your Sunday #TheRightTime fam?

Well you're going to get another does of pros. vs. joes on Tuesday! So hit the voicemail line at 860-516-4119, let us know about that time you got beat by an eventual pro, best believe i'll be enjoying that ☎️😂 https://t.co/T8t7CAmjmD",0,0,NA,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T20:45:04Z,x1060996717506637825,13,6,4pm ET @bomani_jones  and @PabloTorre  will be on @HIGHNOONonESPN  #HighNoon #recordseries,0,0,NA,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T14:50:00Z,x1060907363111182336,0,18,"two podcast notes. first, latest #TheRightTime is a great conversation about the madness of that ncaa trial with the @danwetzel. https://t.co/0TVKw7zJAI https://t.co/Otvr0xkcnZ",0,0,NA,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T13:59:19Z,x1060894607297384453,10,0,"@martialallstar calculating and reciting a number that's one click away...not really the same thing. and no, it's not worth the risk to say something i might think as if it's something i know. bold declaration there.",0,0,NA,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T13:55:13Z,x1060893575414726656,0,1,"@jdubs88 right back atcha, champ.",0,0,NA,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T00:15:04Z,x1060687177015848960,16,3,8pm ET @bomani_jones will be live with #TheEveningJones tune in right here https://t.co/Cv0EQl7spT,0,0,NA,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-08T17:05:19Z,x1060579025956061185,16,6,"#IYHH @siobhan_ogrady's piece on the Japanese island that disappeared without anyone noticing: https://t.co/O5kBTjskt4

@bomani_jones ""dude, they're talking about an island like a keychain"" #TheRightTime https://t.co/QofPnFEPBv",0,0,NA,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-08T02:24:43Z,x1060357417060495360,0,9,"Coming up tomorrow on #TheRightTime with @bomani_jones...

It’s @DanWetzel!

He and Bo are going to discuss why nobody seems to care about the NCAA trial now, and yes, maybe a little Zion too 💪 https://t.co/QjQQxWkD4x",0,0,NA,2018-11-12T17:48:00Z
x21129105,bomani_jones,2018-11-09T21:32:50Z,x1061008739120173056,0,0,"@ianharrisnyc @PabloTorre he wasn't there, tho.",0,NaN,NaN,2018-11-12T17:48:00Z
