user_id,user,created_at,status_id,favorite_count,retweet_count,text,reply_count,ratio,ratio_inv,timestamp_scrape,considered,posted,status_id_post,text_post,timestamp_post,timestamp_posted
x10615232,ChuckGrassley,2018-11-18T00:29:05Z,x1063952194276401152,581,89,3rd qtr UNI 27 Mo St 0.  I’m going home.  U look up final score yourself,86,0.12835820895522387,,2018-11-18T16:27:00Z,0,0,"","",,
x101008987,CKlosterman,2018-09-26T19:41:57Z,x1045035768194846720,78,21,"This is a pretty good re-creation of an untelevised event.

https://t.co/OxGiWS6hAk",12,0.12121212121212122,,2018-11-18T16:27:00Z,0,0,"","",,
x16160352,clairecmc,2018-11-07T12:45:20Z,x1060151212065075201,27538,1986,Thank you to so many who worked so hard. And I’m very grateful to Missouri for giving me the opportunity to serve for so many years. I’m taking a few days off from social media...whiskey please😬...but I’m looking forward to what’s around the corner. ❤️,1742,0.059002845142934565,,2018-11-18T16:27:00Z,0,0,"","",,
x278829038,Coach_Leach,2018-11-19T04:32:47Z,x1064375914685915136,1625,39,"Congrats to one of my favorite former linebackers doing big things in law school! #GoCougs (However, Jeremiah, I’m not sure what to think about those shoes...) https://t.co/WzwIeESh66",13,0.0078125,,2018-11-19T17:41:00Z,0,0,"","",,
x15808765,CoryBooker,2018-11-17T23:01:25Z,x1063930133231411200,21897,3778,"Thank you @AndrewGillum for leading an extraordinary, inspiring campaign. You captured our moral imagination and called on us to remember that  in Florida and our nation, great leaders don’t divide or demean but seek to unite and elevate all. https://t.co/fpFntxKxnS",395,0.015384615384615385,,2018-11-18T16:27:00Z,0,0,"","",,
x718728986,criscarter80,2018-11-20T09:16:16Z,x1064809640964354048,511,72,"LORD, you are my God; I will exalt you and praise your name, for in perfect faithfulness you have done wonderful things, things planned long ago.
Isaiah 25:1",9,0.015437392795883362,,2018-11-20T17:16:00Z,0,0,"","",,
x236975376,DalrympleforGov,2013-01-03T17:14:50Z,x286883329670774785,4,1,"Looking fwd to the Inaugural Celebration Jan 11 in Bismarck - Free, open public. Let's celebrate ND! http://t.co/V12kOkjU",22,4.4,,2018-11-18T16:27:00Z,0,0,"","",,
x73177902,DanHanzus,2018-11-20T05:01:59Z,x1064745651408318465,224,20,https://t.co/izCavKYeNW,8,0.03278688524590164,,2018-11-20T17:16:00Z,0,0,"","",,
x732582648149725185,DannyBKelly,2018-11-20T04:20:51Z,x1064735296967720960,36,0,Wow they got out of the huddle and snapped it in like 3 seconds,3,0.08333333333333333,,2018-11-20T17:16:00Z,0,0,"","",,
x48049415,DannyLeroux,2018-11-20T05:53:34Z,x1064758631973904384,2,0,Bay Area! I will be on @957thegame shortly (10PM) to talk Warriors and anything else they want to discuss. Listen over the airwaves or here: https://t.co/79zwvkyDEh,1,0.5,,2018-11-20T17:16:00Z,0,0,"","",,
x24277551,darrenrovell,2018-11-21T02:18:12Z,x1065066817826242560,9084,3254,Happening now: Thanksgiving traffic in Los Angeles... https://t.co/Vj5qj2R6D4,450,0.036472686010698654,,2018-11-21T15:30:00Z,0,0,"","",,
x858750770,DarthAmin,2018-11-20T03:24:09Z,x1064721027979231232,46,9,Bogdanovic looking more and more like Austin Croshere everyday,9,0.16363636363636364,,2018-11-20T17:16:00Z,0,0,"","",,
x19396002,DaveEHeineman,2015-03-30T13:48:37Z,x582539931991441408,0,0,Tax Relief Now: Over the last 19 months I have logged tens of thousands of miles crisscrossing our great state... http://t.co/NEm3Nn1bYP,1,Inf,,2018-11-18T16:27:00Z,0,0,"","",,
x62587361,davidaldridgedc,2018-11-19T17:45:50Z,x1064575489417854982,1,2,@PelicansNBA announce that @elfrid will undergo surgery Tuesday to repair fractured left fifth finger suffered vs. Knicks last Friday. Expected to miss six weeks.,0,0,,2018-11-20T17:16:00Z,0,0,"","",,
x80094297,DeionSanders,2018-11-19T22:47:40Z,x1064651451409055744,13,2,Because of God!!! #Truth @omarjahwar #51&amp;Done #21reasons #21dayswithPrime #IminmyPurpose #Purpose=Peace #iBelieve https://t.co/iBtgDerPEZ,2,0.13333333333333333,,2018-11-20T17:16:00Z,0,0,"","",,
x18805645,djacoby,2018-11-20T04:53:15Z,x1064743451978280960,57,6,(trying to figure out how this is going to overtime and it’s hurting my brain),8,0.12698412698412698,,2018-11-20T17:16:00Z,0,0,"","",,
x16175507,dmorey,2018-11-17T21:03:38Z,x1063900491011301376,12,0,"What could be better than @KeshaRose singing a @benjpasek &amp; @heyitsjustin song with new fire lyrics such as ""they can't stop you block you or mock you, they mad cause you bad and they not you...kick down doors for others to walk through""? Answer: not much
https://t.co/U8Zn1JDE7m",4,0.3333333333333333,,2018-11-18T15:33:00Z,0,0,"","",,
x19725981,DragonflyJonez,2018-11-20T03:05:13Z,x1064716265632206849,571,155,Beautiful moment. (Also Billionaire Boys Club and BAPE will be the official clothing lines of Virginia forever) https://t.co/wKRM5bB3z2,6,0.008264462809917356,,2018-11-20T17:16:00Z,0,0,"","",,
x16246688,drewmagary,2018-11-20T05:02:55Z,x1064745884712349696,663,80,Someone will have a take against this game and I’ll be ready to boot them into the sun when it happens,53,0.07133243606998654,,2018-11-20T17:16:00Z,0,0,"","",,
x14466538,dscc,2018-11-16T22:32:57Z,x1063560584057274368,37,16,Congrats to @CatherineForNV on becoming our new 2020 DSCC Chair! https://t.co/8XXUagQeqo,1,0.018867924528301886,,2018-11-18T16:27:00Z,0,0,"","",,
x613542402,EdwerderRFA,2018-11-20T08:19:43Z,x1064795410848346113,4,0,You seem more formally attired. Nice seeing you. Glad you’re doing well and are happy. https://t.co/MDEwrQcqtY,1,0.25,,2018-11-20T17:16:00Z,0,0,"","",,
x277124730,EnergyDems,2018-11-15T15:15:06Z,x1063088006326878208,93,43,"""I have been troubled by this Administration’s persistent efforts to try to interfere with our electricity markets in order to subsidize high-cost coal and nuclear generation at the expense of our ratepayers.""

-@SenatorCantwell #FERC #StopTheTrumpCoalBailout",2,0.014705882352941176,,2018-11-18T16:27:00Z,0,0,"","",,
x82657929,EnergyGOP,2018-11-15T20:33:44Z,x1063168192779034631,0,1,"Press release on today's hearing to review @FERC, @NatlParkService and #Nuclear @Energy nominees:",0,0,,2018-11-18T16:27:00Z,0,0,"","",,
x120943272,ErinAndrews,2018-11-19T20:23:41Z,x1064615212991401984,173,15,💙💙💙💙 https://t.co/e9LWkMGUwS,4,0.02127659574468085,,2018-11-20T17:16:00Z,0,0,"","",,
x78506305,espn_macmahon,2018-11-20T03:20:04Z,x1064720001221967872,300,35,Who would have guessed that the mud-wrasslin’ Memphis Grizzlies would be tied for the West’s best record a fifth of the way into the season?,11,0.03283582089552239,,2018-11-20T17:16:00Z,0,0,"","",,
x95251230,ESPNLunardi,2018-11-20T00:17:23Z,x1064674028307259392,186,50,"OVERACHIEVING: Big Ten, Buffalo, DePaul, Iowa, Michigan Ohio State, Vanderbilt. UNDERACHIEVING: Big East, Cincinnati, Florida, Syracuse, Villanova, West Virginia.",42,0.17796610169491525,,2018-11-20T17:16:00Z,0,0,"","",,
x58919137,FieldYates,2018-11-20T04:59:17Z,x1064744970249216001,14445,4196,"Chiefs-Rams, by drive
* TD
* Punt 
* TD
* TD
* FG
* FG
* Fumble
* TD
* Punt
* Fumble return for TD
* TD
* Kneeldown to end half
* Fumble
* TD
* TD
* FG
* INT return for TD
* Punt
* Punt
* TD
* Fumble return for TD
* TD
* Punt
* Punt
* TD
* TD
* INT
* Punt
* INT
* Kneeldown",157,0.008422294941258516,,2018-11-20T17:16:00Z,0,0,"","",,
x83888782,FO_ASchatz,2018-11-20T04:59:44Z,x1064745083277385728,51,2,Sigh. This is of course my nightmare result because KC will probably still be No 1 in DVOA despite being 9-2. Oh well. They still might be the best team in the league on a neutral field.,5,0.09433962264150944,,2018-11-20T17:16:00Z,0,0,"","",,
x93129160,getnickwright,2018-11-20T04:39:46Z,x1064740057775513600,3508,591,"As amazing as Drew Brees has been, and he's been great, if we are evaluating on 2018 alone, through 11 weeks your league MVP has been Patrick Mahomes.",450,0.10978287387167601,,2018-11-20T17:16:00Z,0,0,"","",,
x34930912,GottliebShow,2018-11-20T05:15:02Z,x1064748932415320064,83,4,Matt Hasselbeck’s brother is outstanding. Learn something every time he is on TV,24,0.27586206896551724,,2018-11-20T17:16:00Z,0,0,"","",,
x57963724,Gov_Martinez,2018-11-17T16:03:44Z,x1063825018897887233,145,52,We just posted the largest job growth in 12 years! We’ve worked to diversify our economy and I kept my promise not to raise taxes and instead we cut taxes and fees 61 times. Now we have a $2 billion budget surplus and our economic growth is leading the nation.,16,0.08121827411167512,,2018-11-18T16:27:00Z,0,0,"","",,
x19291441,GovAbbott,2018-11-16T19:06:00Z,x1063508501173956608,63,29,The @txmusicoffice Texas Music License Plate program helps provide music instruments &amp; lessons to Texas school children in need around the state. For more info: https://t.co/rKZ0s5tz0m https://t.co/h9QOAfYlZ3,3,0.03260869565217391,,2018-11-18T16:27:00Z,0,0,"","",,
x40923070,GovBrewer,2018-11-06T02:13:06Z,x1059629718536744960,722,183,Heartbreaking news for me over the weekend as I unexpectedly lost my oldest son.  😥 Prayers for me and my family as we grieve are greatly appreciated. https://t.co/0r17xhX0n8,425,0.4696132596685083,,2018-11-18T16:27:00Z,0,0,"","",,
x90484508,GovChristie,2018-11-16T21:16:38Z,x1063541377965936640,356,45,Very interesting........ https://t.co/lFHaAKyZPZ,115,0.286783042394015,,2018-11-18T16:27:00Z,0,0,"","",,
x262425225,GovernorCorbett,2015-01-19T14:36:13Z,x557184758313402368,82,14,"Little Lila Anne, our daughter Kate, husband and big brother Liam are all doing great! http://t.co/71Pj3NPp8q",47,0.4895833333333333,,2018-11-18T16:27:00Z,0,0,"","",,
x217416964,GovernorDeal,2018-11-17T17:31:59Z,x1063847229729968129,74,22,"Today I signed legislation from the special session of the Georgia General Assembly, including a $270 million relief package for the communities most heavily impacted by Hurricane Michael. Read more here: https://t.co/zVghWxF2Uz (1/2)",55,0.5729166666666666,,2018-11-18T16:27:00Z,0,0,"","",,
x48724141,GovernorMarkell,2018-10-24T20:17:37Z,x1055191604527579136,2,0,#Education policies are stronger when we work together. Great to see so many states are engaging communities in the #ESSA convo. - JM https://t.co/VlkOz2lid6,1,0.5,,2018-11-18T16:27:00Z,0,0,"","",,
x243271477,GovernorQuinn,2015-01-12T17:04:02Z,x554685243215450113,101,46,Thank you all. I look forward to continuing our work to make the will of the people the law of the land. http://t.co/oPKuHRRH7H,48,0.32653061224489793,,2018-11-18T16:27:00Z,0,0,"","",,
x104198706,GovernorVA,2018-11-17T18:11:46Z,x1063857241558851585,84,12,"Liftoff! Congratulations to @NASA_Wallops on a successful launch this morning. Next stop, @Space_Station! 🚀 https://t.co/RUNHM060xO",2,0.020833333333333332,,2018-11-18T16:27:00Z,0,0,"","",,
x39348261,GovGregoire,2013-01-16T16:57:43Z,x291590064880893952,20,25,"Thank you Washington state for a wonderful eight years. You have my gratitude and thanks. @GovInslee, congratulations and welcome.",17,0.37777777777777777,,2018-11-18T16:27:00Z,0,0,"","",,
x60688326,GovHerbert,2018-11-18T17:57:43Z,x1064216094217367552,42,3,A solemn occasion this morning as we observe Volkstrauertag with members of our German community. On this day of remembrance we pray for peace in our world. https://t.co/QuDovggyBT,0,0,,2018-11-19T17:41:00Z,0,0,"","",,
x34308692,GovJayNixon,2018-10-31T21:43:19Z,x1057749886626492416,91,19,Another example of why I'm so proud of @nicolergalloway :Earned Every newspaper endorsement across Missouri! https://t.co/0M4pMez3kx,2,0.01818181818181818,,2018-11-18T16:27:00Z,0,0,"","",,
x89193992,GovJeffColyer,2018-11-18T23:36:42Z,x1064301402443390979,43,6,What is the only Division I school w/ current head coaches in football and men’s basketball who have each won National Championships? #ksleg,5,0.10204081632653061,,2018-11-19T17:41:00Z,0,0,"","",,
x69427169,GovKitz,2015-02-06T18:44:27Z,x563770210285780993,19,10,Governor Kitzhaber appoints new Josephine County DA http://t.co/MWeFixPZR9,40,1.3793103448275863,,2018-11-18T16:27:00Z,0,0,"","",,
x234141596,GovMalloyOffice,2018-11-16T16:32:43Z,x1063469926281879552,19,8,"Over $6.5M in federal grants are being released to enhance #Connecticut's efforts to end youth homelessness.

#CT has been recognized as a leader in our housing efforts. These grants help bring us closer to our goal of ending all homelessness.

DETAILS: https://t.co/BEshhSblwM https://t.co/lOHCE8abMa",3,0.1111111111111111,,2018-11-18T16:27:00Z,0,0,"","",,
x216481299,GovMarkDayton,2018-11-16T20:24:51Z,x1063528342933114882,15,15,"This week in the news: @MnDEED's latest jobs report shows steady unemployment rate, MN workplace injury rate hits all-time low, and @MinnesotaDHS recognizes @LifeHouseDuluth for work to provide disadvantaged youth a place of safety.

Learn More: https://t.co/KCoY9vY16I

#BetterMN https://t.co/KSaSuyhSpk",2,0.06666666666666667,,2018-11-18T16:27:00Z,0,0,"","",,
x194233791,GovMaryFallin,2018-11-16T18:50:39Z,x1063504638379507713,14,4,"At a press conference to express appreciation to the numerous companies throughout the state that are taking part in Career Exposure Week. One goal is to create more work-based learning opportunities for Oklahoma students, such as internships, apprenticeships, and job shadowing. https://t.co/sdduGrwihL",0,0,,2018-11-18T16:27:00Z,0,0,"","",,
x3141213592,GovMattBevin,2018-11-18T23:25:22Z,x1064298551243653121,62,9,"#ICYMI: We are committed to transforming Kentucky's foster care and adoption system...Learn how you can help make an incredible difference in the lives of Kentucky kids, here 》 》 》 https://t.co/Y7vQuMFOaZ #WeAreKY #YOUniteKY https://t.co/BVcEFzQqJd",4,0.056338028169014086,,2018-11-19T17:41:00Z,0,0,"","",,
x231854033,GovPeterShumlin,2018-11-06T14:57:39Z,x1059822123181658114,4,0,Remember to vote today if you haven’t already! Your vote DOES matter as does your voice - don’t neglect to perform your civic duty 🗳#MidtermElections2018,0,0,,2018-11-18T16:27:00Z,0,0,"","",,
x39525554,GovRBentley,2018-11-11T22:38:03Z,x1061749924713377793,13,0,"I’m grateful today for all our fellow Veterans. This morning I got to go to Auburn and visit my favorite. My big brother David turned 93 two weeks ago. Even though he’s had a few health problems lately, he’s always so full of joy. https://t.co/Jps7g9PgdM",2,0.15384615384615385,,2018-11-18T16:27:00Z,0,0,"","",,
x253857559,GovRickSnyder,2011-02-19T03:33:32Z,x38803340804628480,9,8,"Go Wisconsin, if you break your unions now, I will promise to break the unions is Michigan and give all the tax breaks to my rich friends.",17,1,,2018-11-18T16:27:00Z,0,0,"","",,
x213795411,GovWalker,2018-11-16T14:39:46Z,x1063441502989418496,106,20,Losing hundreds of really good paying jobs at Kimberly Clark would create a real problem in the Fox Cities. Solving it requires leadership from both parties.,67,0.5317460317460317,,2018-11-18T16:27:00Z,0,0,"","",,
x14845376,GrahamBlog,2016-02-18T15:59:03Z,x700348813807063040,658,135,".@tim_cook Our nation is at war &amp; this Iphone was used to kill Americans. Protect our homeland, not terrorists. Please cooperate with @FBI.",1624,2.047919293820933,,2018-11-18T16:27:00Z,0,0,"","",,
x24903274,greggrosenthal,2018-11-20T07:57:23Z,x1064789789323362304,124,16,Monday night was a lot. What a State of the Union for a changing league. https://t.co/Od2hOE4oUJ,14,0.1,,2018-11-20T17:16:00Z,0,0,"","",,
x20252855,HaleyBarbour,2018-09-05T15:06:50Z,x1037356387775463427,24,15,"I’d like to extend a heartfelt congratulations to Coptic Christians in Egypt, in the U.S. and all around the world on your well-deserved 2018 Nobel Peace Prize nomination. https://t.co/4xFs5HGFrQ",2,0.05128205128205128,,2018-11-18T16:27:00Z,0,0,"","",,
x39215566,haralabob,2018-11-20T01:07:02Z,x1064686523633860609,48,1,"Props to the Memphis Griz game ops team for playing the ""Dallas"" theme song during intro's.",3,0.061224489795918366,,2018-11-20T17:16:00Z,0,0,"","",,
x355190623,hen_ease,2018-11-20T05:31:24Z,x1064753054044602368,86,1,Great pub for @ScitGridiron https://t.co/qqrov3mOwY,2,0.022988505747126436,,2018-11-20T17:16:00Z,0,0,"","",,
x370706811,Herring_NBA,2018-11-20T04:27:32Z,x1064736980339212288,21,1,Russ has been very out of control for like 4 mins now,5,0.22727272727272727,,2018-11-20T17:16:00Z,0,0,"","",,
x117839957,hickforco,2018-11-07T03:26:22Z,x1060010543845527556,1210,137,"Over the last few weeks, Coloradans cast their votes in favor of a bright &amp; prosperous future &amp; tonight we elected @PolisForCO as the new governor of this great state. Congrats to all who stood up, showed up &amp; spoke up. I couldn't be more excited for what's ahead. #COforAll",43,0.03192279138827023,,2018-11-18T16:27:00Z,0,0,"","",,
x17494046,HowardBeck,2018-11-20T05:12:39Z,x1064748334391455744,377,30,Oladipo for MVP. #PressOn https://t.co/SBNdtEWlAU,5,0.012285012285012284,,2018-11-20T17:16:00Z,0,0,"","",,
x12700662,HPbasketball,2018-11-20T06:19:21Z,x1064765117856796672,394,65,"Well, It’s November 20 and the Kings have a better record than the Spurs.",17,0.037037037037037035,,2018-11-20T17:16:00Z,0,0,"","",,
x329761746,IndianCommittee,2018-11-16T21:49:24Z,x1063549621706858497,8,4,.@SenJohnHoeven and @SenatorTomUdall Recognize Native American Heritage Month #NAHM. More here: https://t.co/nwySV0q7lY,2,0.16666666666666666,,2018-11-18T16:27:00Z,0,0,"","",,
x20546536,InhofePress,2018-11-17T17:05:17Z,x1063840512338247680,13,3,"On behalf of Team Inhofe, we would like to wish @JimInhofe a very happy birthday! ⛰⛰⛰ https://t.co/GSPcODoUuD",1,0.0625,,2018-11-18T16:27:00Z,0,0,"","",,
x297492186,IzGutierrez,2018-11-08T19:32:46Z,x1060616135337525250,49,4,Why’s it raining? https://t.co/yN48bsRmmH,31,0.5849056603773585,,2018-11-18T15:33:00Z,0,0,"","",,
x23778898,jadande,2018-11-20T04:53:16Z,x1064743456176771072,688,132,Crazy thing is how many defensive highlights there have been in this 100-point game,13,0.015853658536585366,,2018-11-20T17:16:00Z,0,0,"","",,
x18915240,JalenRose,2018-11-18T14:18:26Z,x1064160908128264192,39,2,Ha!!! Facts family https://t.co/LHKikx0jSl,6,0.14634146341463414,,2018-11-19T17:41:00Z,0,0,"","",,
x55307193,JayGlazer,2018-11-20T04:45:56Z,x1064741611198791686,213,15,Holy freakin shnikees!!!!,6,0.02631578947368421,,2018-11-20T17:16:00Z,0,0,"","",,
x16056306,JeffFlake,2018-11-15T16:32:33Z,x1063107498633293829,2764,176,From my window this morning. Winter is coming. https://t.co/lXXN7TlZta,1104,0.37551020408163266,,2018-11-18T16:27:00Z,0,0,"","",,
x35586563,jemelehill,2018-11-21T02:58:11Z,x1065076882016628736,95,8,"LOL, well I’ll consider this as you speaking it into existence! https://t.co/wjSwIzCaPV",4,0.038834951456310676,,2018-11-21T15:30:00Z,0,0,"","",,
x19418459,JerryBrownGov,2018-11-16T22:34:54Z,x1063561072731279360,6422,1521,Tomorrow @GavinNewsom and I will join @POTUS during his visit to the state. Now is a time to pull together for the people of California. https://t.co/EWjPBdbC4E,2425,0.3053002643837341,,2018-11-18T16:27:00Z,0,0,"","",,
x18632666,JerryMoran,2018-11-16T20:15:41Z,x1063526036699324416,23,6,"The bipartisan First Step Act will:

• Help curb the opioid epidemic
• Improve conditions for incarcerated women
• Create better opportunities for recently released individuals
• Recalibrate crime &amp; drug sentencing

More on this historic #CriminalJusticeReform: https://t.co/1SVV4kUUYf",4,0.13793103448275862,,2018-11-18T16:27:00Z,0,0,"","",,
x95749490,JerryRice,2018-11-19T22:36:15Z,x1064648575173312512,239,18,Who’s winning tonight Monday night Football Rams vs Chiefs ? https://t.co/78mHQLLHKI,163,0.6342412451361867,,2018-11-20T17:16:00Z,0,0,"","",,
