user_id,screen_name,created_at,status_id,favorite_count,retweet_count,text,reply_count,ratio,ratio_inv,timestamp_scrape
x21129105,bomani_jones,2018-11-14T21:30:33Z,x1062820101630640128,198,49,so what if steve kerr actually gave mj the beats? #highnoon https://t.co/Sgj67X5rUp,9,0.03643724696356275,27.444444444444446,2018-11-15T05:30:00Z
x21129105,bomani_jones,2018-11-14T15:01:00Z,x1062722067894886401,4,3,subscribe to #TheRightTime with @bomani_jones on the @espn app or where ever you get your podcast https://t.co/SbHk1xGfJI,0,0,0,2018-11-15T05:30:00Z
x43139414,RealSkipBayless,2018-11-14T14:20:43Z,x1062711931948032001,179,35,Now there's only one way for the Warriors to keep KD: trade Draymond. @undisputed. 9:30 AM ET. FS1,78,0.3644859813084112,2.7435897435897436,2018-11-15T05:32:00Z
x43139414,RealSkipBayless,2018-11-14T14:57:16Z,x1062721130664882176,339,18,Why Le'Veon blew it. And why the Cowboys should pay Dak franchise QB money. Next on @undisputed,129,0.36134453781512604,2.7674418604651163,2018-11-15T05:32:00Z
x43139414,RealSkipBayless,2018-11-14T15:27:37Z,x1062728769587146752,110,7,Shannon and I are about to give LeBron a grade for his first 13 Laker games. Next on @undisputed,26,0.2222222222222222,4.5,2018-11-15T05:32:00Z
x43139414,RealSkipBayless,2018-11-14T15:42:49Z,x1062732595035701248,562,129,"If DeMarcus Cousins is on course to be healthy for the second half of the year, I'm trading Draymond Green right now. More @Undisputed, now on FS1 https://t.co/RfyEtzsSb6",95,0.13748191027496381,7.273684210526316,2018-11-15T05:32:00Z
x43139414,RealSkipBayless,2018-11-14T15:58:17Z,x1062736483994427394,108,11,Why Jimmy Butler will fit with the Sixers after he couldn't with the Timberwolves. Next on @undisputed,15,0.12605042016806722,7.933333333333334,2018-11-15T05:32:00Z
x43139414,RealSkipBayless,2018-11-14T16:15:13Z,x1062740746057351169,276,37,Why Drew Brees will win MVP. Next on @undisputed,35,0.11182108626198083,8.942857142857143,2018-11-15T05:32:00Z
x43139414,RealSkipBayless,2018-11-14T16:56:57Z,x1062751249538281472,352,75,"Drew Brees is set up to wow the country on the biggest stages. And just like Tom Brady, play in the next Super Bowl at age 40. More @Undisputed, now on FS1 https://t.co/7vVeaYGAmq",19,0.04449648711943794,22.473684210526315,2018-11-15T05:32:00Z
x16302242,stephenasmith,2018-11-14T01:59:00Z,x1062525272258461696,92,12,"🔊Today's After Dark Podcast: While the Giants beat the 49ers, they actually hurt their draft position. https://t.co/o62pUsZEG6 https://t.co/H80cNv8aDz",25,0.2403846153846154,4.16,2018-11-15T05:32:00Z
x16302242,stephenasmith,2018-11-14T17:59:00Z,x1062766864479215617,258,59,Is there a trade going down with the @warriors soon? #ESPNRadio #ESPNews https://t.co/RGEusnD1Cx https://t.co/B0siTUp0TG,37,0.1167192429022082,8.567567567567568,2018-11-15T05:32:00Z
x16302242,stephenasmith,2018-11-14T03:03:00Z,x1062541378486382593,118,21,🔊Today's After Dark Podcast: I'll tell you why @Money23Green is one of the best players to cover in the NBA. https://t.co/S5kuRXVutT https://t.co/3EJ9Z4zmiK,16,0.11510791366906475,8.6875,2018-11-15T05:32:00Z
x16302242,stephenasmith,2018-11-14T04:06:00Z,x1062557232796037122,56,10,🔊Today's After Dark Podcast: @damienwoody joins the show to talk about his viral social media post about the Jets. https://t.co/axN3X48G0B https://t.co/0ujty0dNNu,4,0.06060606060606061,16.5,2018-11-15T05:32:00Z
x16302242,stephenasmith,2018-11-14T17:56:17Z,x1062766182795829248,3304,829,Here's what really happened with Draymond Green and Kevin Durant. https://t.co/r5OUmLVpaM,167,0.040406484393902736,24.748502994011975,2018-11-15T05:32:00Z
x16302242,stephenasmith,2018-11-14T19:48:06Z,x1062794320728612864,8441,833,The Black Panther OR Creed ll. Doesn’t matter. This brother is special. Making us all proud https://t.co/K47tRC8PA0,118,0.012723743799870606,78.59322033898304,2018-11-15T05:32:00Z
